Date,FII_FUT,FII_OPT
10-09-2012,-470.52,22.54
11-09-2012,102.69,142.31
12-09-2012,437.39,-28.3
13-09-2012,98.2,-160.6
14-09-2012,903.23,498.65
17-09-2012,1122.22,428.08
18-09-2012,113.92,-629.41
20-09-2012,-4.86,-429.49
21-09-2012,-408.98,-344.76
24-09-2012,-129.88,-387.84
25-09-2012,644.99,-610.31
26-09-2012,400.51,-769.31
27-09-2012,372.4,-187.21
28-09-2012,998.67,-579.55
01-10-2012,93.16,-299.93
03-10-2012,970.41,-73.7
04-10-2012,714.02,-157.66
05-10-2012,-616.25,-433.55
08-10-2012,228.06,-433.94
09-10-2012,-6.33,-87.38
10-10-2012,-1008.09,-424.31
11-10-2012,-125.81,-311.76
12-10-2012,-287.26,-279.81
15-10-2012,284.51,28.39
16-10-2012,-133.18,-150.92
17-10-2012,198.25,36.94
18-10-2012,35.46,45.06
19-10-2012,235.44,294.66
23-10-2012,88.11,-367.66
25-10-2012,904.52,-730.68
26-10-2012,-351.83,-50.07
31-10-2012,-162.51,201.89
01-11-2012,232.83,109.52
02-11-2012,720.43,253.08
05-11-2012,-116.17,-10.99
06-11-2012,-151.43,-20.86
07-11-2012,-118.31,54.97
08-11-2012,-399.42,-397.05
09-11-2012,-285.67,-372.56
12-11-2012,60.93,18.72
15-11-2012,-1256.46,-321.89
16-11-2012,35592.78,277.71
19-11-2012,-52.46,83.97
20-11-2012,278.16,270.81
21-11-2012,-108.81,257.17
23-11-2012,13.26,-99.07
26-11-2012,161.35,-27.11
27-11-2012,1342.09,139.83
29-11-2012,2346.88,-516.38
30-11-2012,596.2,-12.96
03-12-2012,-251.05,-73.24
04-12-2012,-308.94,-150.95
05-12-2012,-83.84,-238.89
06-12-2012,-106.78,-464.54
07-12-2012,369.46,-303.85
10-12-2012,103.1,-398.79
11-12-2012,487.18,-349.12
12-12-2012,-76,-348.4
13-12-2012,-349.83,-636.61
14-12-2012,-134.13,-21.83
17-12-2012,64.59,-479.27
18-12-2012,-14.31,-101.18
19-12-2012,-166.47,47.77
20-12-2012,-123.03,-55.7
24-12-2012,178.28,318.67
26-12-2012,163.03,-111.5
27-12-2012,-426.74,-886.73
28-12-2012,218.88,-152.41
31-12-2012,-250.46,-246.09
02-01-2013,373.89,-159.16
03-01-2013,432.57,56.68
04-01-2013,-254.71,-95.2
07-01-2013,-185.07,-367.27
08-01-2013,53.31,-239.87
09-01-2013,-15.4,-187.91
10-01-2013,56.22,-362.55
11-01-2013,179.97,298.94
14-01-2013,-92.43,244.21
15-01-2013,-103.06,67.34
16-01-2013,-343.3,195.79
17-01-2013,76.09,375.97
18-01-2013,215.96,12.8
22-01-2013,-33.35,-102.02
23-01-2013,-297.02,-310.67
24-01-2013,-312.98,333.87
28-01-2013,-36.2,108.54
29-01-2013,669.78,583.04
30-01-2013,333.71,-161.78
31-01-2013,-458.27,-533.83
01-02-2013,-99.98,-258.49
04-02-2013,-710.34,376.6
05-02-2013,-663.02,184.13
06-02-2013,-563.7,602.27
07-02-2013,-105.22,17.39
08-02-2013,-300.8,280.02
11-02-2013,318.7,296.28
12-02-2013,-236.53,171.42
13-02-2013,151.94,911.51
14-02-2013,-390.09,339.17
15-02-2013,-743.69,124.89
20-02-2013,365.55,127.8
21-02-2013,-485.73,82.64
22-02-2013,-699.02,371.4
25-02-2013,-431.84,291.93
26-02-2013,-1271.04,408.04
27-02-2013,1.4,1149.28
28-02-2013,-1498.33,513.24
01-03-2013,-263.01,570.49
04-03-2013,399.36,570.68
05-03-2013,175.13,655.37
06-03-2013,191.18,607.68
07-03-2013,409.58,203.77
08-03-2013,568.96,495.17
11-03-2013,-68.07,380.88
12-03-2013,-517.56,125.08
13-03-2013,-223.24,41.94
14-03-2013,45.42,-269.74
15-03-2013,298.38,-535.78
18-03-2013,-699.3,-20.71
19-03-2013,-805.54,-27.37
20-03-2013,-362.44,-34.32
21-03-2013,-129.55,525.04
22-03-2013,-316.19,149.74
25-03-2013,198.01,-2.32
26-03-2013,-385.09,236.4
28-03-2013,-417.56,84.87
02-04-2013,137.94,108.34
03-04-2013,-722.15,501.7
04-04-2013,-985.12,221.52
05-04-2013,-1106.02,119.85
08-04-2013,-324.92,82.24
09-04-2013,-14.84,715.67
10-04-2013,267.51,940.03
12-04-2013,-401.79,-39.02
15-04-2013,-110.52,342.93
16-04-2013,1264.98,370.43
17-04-2013,407.22,-14.05
18-04-2013,784.44,-79.59
22-04-2013,1217.73,-453.89
23-04-2013,930.63,-560.86
25-04-2013,3716.23,-133.91
26-04-2013,290.2,-479.41
29-04-2013,7.43,-387.92
30-04-2013,-27.62,-198.57
02-05-2013,662.55,-763.12
03-05-2013,-12.61,-684.58
06-05-2013,421.95,-114.52
07-05-2013,540.46,-523.57
08-05-2013,1081.59,-404.01
09-05-2013,326.97,-243.68
10-05-2013,1.65,4.66
13-05-2013,-38.68,-279.14
14-05-2013,324.17,-178.12
15-05-2013,246.06,-383.52
16-05-2013,62.2,-195.22
17-05-2013,-310.18,-107.7
20-05-2013,116.14,-270.59
21-05-2013,384.71,-209.38
22-05-2013,561.22,-267.67
23-05-2013,-495.37,77.55
24-05-2013,227.03,-245.72
28-05-2013,574.47,-211.74
29-05-2013,415.84,-61.09
30-05-2013,1168.14,-234.71
31-05-2013,-1827.54,262.12
03-06-2013,-1075.64,369.43
04-06-2013,-419.99,-48.52
05-06-2013,-597.18,-261.22
06-06-2013,-1134.78,-44.01
07-06-2013,-508.97,-75.73
10-06-2013,-2.32,74.87
11-06-2013,-1857.98,-433.03
12-06-2013,-483.47,-235.13
13-06-2013,-483.99,4.23
14-06-2013,546.74,353.62
17-06-2013,-320.89,477.11
18-06-2013,-320.71,562.08
19-06-2013,-360.37,628.88
20-06-2013,-1070.58,321.99
21-06-2013,-268.72,579.07
24-06-2013,-32.6,452.55
25-06-2013,-576.52,414.18
26-06-2013,57.28,467.95
27-06-2013,47.22,1063.87
28-06-2013,89.28,151.12
02-07-2013,-154.12,86.79
03-07-2013,-705.65,80.8
05-07-2013,123.95,164.36
08-07-2013,-446.49,299.07
09-07-2013,339.28,-371.32
10-07-2013,-172.88,236.09
11-07-2013,1536.18,-37.14
12-07-2013,71.04,543.33
15-07-2013,-214.55,237.23
16-07-2013,-264.83,-438.29
17-07-2013,220.03,93.73
18-07-2013,30.02,324.23
19-07-2013,511.43,-395.17
22-07-2013,713.48,-173.64
23-07-2013,1030.62,-83.21
24-07-2013,481.23,-675.24
25-07-2013,332.96,-117.76
26-07-2013,-194.6,20.33
29-07-2013,23.57,-119.52
30-07-2013,-858.76,-154.29
31-07-2013,-1132.09,-6.44
01-08-2013,37.8,405.8
02-08-2013,-564.75,205.54
05-08-2013,-356.58,100.78
06-08-2013,-534.97,-21.59
08-08-2013,392.44,-313.24
12-08-2013,-101.15,347.77
13-08-2013,-292.04,398.38
14-08-2013,-682.82,844.39
16-08-2013,-987.2,744.82
19-08-2013,-1215.81,320.54
20-08-2013,-159.44,557.81
21-08-2013,198.84,1405.6
22-08-2013,-662.4,800.52
26-08-2013,-963.77,570.53
27-08-2013,-542.14,400.26
28-08-2013,-370.3,986.48
29-08-2013,574.89,1273.76
30-08-2013,-155.13,457.15
03-09-2013,-1850.87,224.16
04-09-2013,647.83,317.87
05-09-2013,1198.09,395.27
06-09-2013,1064.7,778
10-09-2013,2957.61,-68.51
11-09-2013,-272.84,-314.57
12-09-2013,-343.57,-310.26
13-09-2013,6.51,-184.44
16-09-2013,-46.43,-242.75
17-09-2013,592.02,-193.49
18-09-2013,144.32,-520.2
19-09-2013,3010.27,-922.51
20-09-2013,-88.5,-748.22
24-09-2013,855.87,-637.43
25-09-2013,-129.95,-306.87
26-09-2013,1497.07,-324.33
27-09-2013,-243.02,-46.98
30-09-2013,-864.55,160.33
01-10-2013,-352.87,-64.76
03-10-2013,232.89,-198.83
04-10-2013,317.86,-43.66
07-10-2013,-268.36,-110.26
08-10-2013,-168.9,-3.27
09-10-2013,506.1,-451.52
10-10-2013,506.18,-232.94
11-10-2013,1012.27,-73.59
14-10-2013,709.23,-259.27
15-10-2013,794.93,-339.55
17-10-2013,155.44,-268.22
18-10-2013,664.8,-53.69
21-10-2013,167.21,-405.34
22-10-2013,109.6,-293.09
23-10-2013,-68.12,-268.86
25-10-2013,-254.87,-259.98
28-10-2013,111.17,-451.27
29-10-2013,1086.35,-165.15
30-10-2013,194.82,-115.83
31-10-2013,490.42,277.43
01-11-2013,-7.59,16.5
05-11-2013,-763.16,-188.15
06-11-2013,-932.81,-311.73
07-11-2013,10.55,-18.69
08-11-2013,-1087.27,-334.06
11-11-2013,-692.27,-560.62
12-11-2013,-167.27,-405.64
14-11-2013,114.42,406.53
18-11-2013,313.14,175.02
19-11-2013,72.23,-130.39
20-11-2013,-171.63,-522.57
21-11-2013,-1189.02,-266.1
22-11-2013,55.66,-101.26
25-11-2013,534.55,-90.05
26-11-2013,-16,-489.6
27-11-2013,-7.46,-97.7
29-11-2013,545.57,-17.83
02-12-2013,520.82,-139.92
03-12-2013,133.84,-315.49
04-12-2013,-435.8,-259.02
05-12-2013,771.76,697.45
06-12-2013,-18.09,-316
09-12-2013,1945,24.82
10-12-2013,183.26,-691.43
11-12-2013,86.6,-491.93
12-12-2013,-518.59,-596.07
13-12-2013,-901.83,-675.78
16-12-2013,-563.52,71.68
17-12-2013,-20.06,-23.11
18-12-2013,548.93,-140.46
19-12-2013,-574.31,-150.58
20-12-2013,347.37,234.49
23-12-2013,537.26,46.13
24-12-2013,212.55,-206.62
26-12-2013,706.98,-1131.2
27-12-2013,285.02,35.86
30-12-2013,-41.8,34.76
31-12-2013,13.62,-217.65
02-01-2014,-26.23,-89.01
03-01-2014,-608.74,-305.15
06-01-2014,-396.21,56.38
07-01-2014,-1329.45,134.41
08-01-2014,-452.16,-40.42
10-01-2014,145.19,-28.39
13-01-2014,-413.42,-3.23
15-01-2014,486.65,38.08
16-01-2014,367.44,-21.26
17-01-2014,-245.19,19.36
21-01-2014,63.79,-79.44
22-01-2014,92.12,-71.53
23-01-2014,123.18,-96.18
24-01-2014,-941.66,-115.81
27-01-2014,-567.83,-579.18
28-01-2014,15.64,-262.45
29-01-2014,-262.69,337.56
30-01-2014,-888.97,118.54
31-01-2014,-280.59,40.52
03-02-2014,-592.61,-20.49
04-02-2014,-267.25,-5.28
05-02-2014,-446.37,-13.56
06-02-2014,-247.15,142.41
07-02-2014,36.88,564.9
10-02-2014,53.48,17.57
11-02-2014,-534.1,259.65
12-02-2014,86.88,481.93
13-02-2014,-198.77,157.9
14-02-2014,-114.93,97.23
18-02-2014,625.07,-287.71
19-02-2014,181.53,-120.35
20-02-2014,-318.57,-324.86
21-02-2014,230.52,35.23
24-02-2014,601.8,-168.31
25-02-2014,1046.34,-275.29
26-02-2014,1383.72,-366.67
28-02-2014,-141.92,432.6
03-03-2014,-314.4,155.73
04-03-2014,705.3,320.31
05-03-2014,628.28,369.6
06-03-2014,961.33,346.41
07-03-2014,1909.11,1106.34
10-03-2014,-144.72,-88.87
11-03-2014,145.01,-587.56
12-03-2014,-73.71,-357.33
13-03-2014,426.9,-599.2
14-03-2014,-678.93,-567.99
18-03-2014,414.5,-632.37
19-03-2014,88.21,-240.92
20-03-2014,-132.81,-624.37
21-03-2014,-802.19,-583.05
24-03-2014,346.54,-731.43
26-03-2014,884.77,-554.25
27-03-2014,739.53,284.5
28-03-2014,59.07,89.55
02-04-2014,225.04,406.94
03-04-2014,-122.54,-125.25
04-04-2014,-599.32,-659.31
07-04-2014,98.35,-443.93
09-04-2014,120.96,-119.42
10-04-2014,-354.92,-353.95
11-04-2014,-304.87,-719.83
15-04-2014,-1028.54,-199.21
16-04-2014,196.58,-396.55
17-04-2014,716.44,-304.22
21-04-2014,377.94,-303.34
22-04-2014,923.08,-418.24
23-04-2014,1710.02,-952.84
25-04-2014,-931.95,-234.06
28-04-2014,-237.94,-102.81
29-04-2014,-427.56,-690.52
30-04-2014,-267.08,50.71
02-05-2014,-243.43,-38.81
05-05-2014,85.99,-228.72
06-05-2014,-444.43,-194.53
07-05-2014,-511.96,-339.18
08-05-2014,-300.18,-319.05
09-05-2014,593.7,-154.83
12-05-2014,-258.04,-41.51
13-05-2014,1500.28,-193.8
14-05-2014,-101.54,-1367.1
15-05-2014,232.04,-1457.89
16-05-2014,0,-2379.27
19-05-2014,581.04,-1156.29
20-05-2014,652.28,-1013.51
21-05-2014,264.69,-1106.28
22-05-2014,394.85,-487.35
23-05-2014,-444.39,-24.15
27-05-2014,15.55,-1002.13
28-05-2014,714.43,-588.08
29-05-2014,-100.02,-2920.17
30-05-2014,211.63,-839.94
02-06-2014,317.96,23.98
03-06-2014,-132.47,543.59
04-06-2014,-645.32,788.7
05-06-2014,-889.76,865.26
06-06-2014,-421.36,607.32
09-06-2014,364.06,-174.74
10-06-2014,-959.6,268.99
11-06-2014,77.62,508.1
12-06-2014,77.62,508.1
13-06-2014,-574.76,452.54
16-06-2014,78.17,-397.63
17-06-2014,-189.73,-1233
18-06-2014,216.13,308.03
19-06-2014,-460.67,183.54
20-06-2014,41.2,68.87
23-06-2014,-15.28,-457.44
24-06-2014,623.57,-279.54
25-06-2014,177.82,-508.67
26-06-2014,153.7,-1312.65
27-06-2014,-10.15,-896.37
30-06-2014,-324.23,-141.25
01-07-2014,-47.41,663.94
02-07-2014,560.98,76.14
03-07-2014,-266.88,-676.89
07-07-2014,-850.6,222.23
08-07-2014,-549.62,266.55
09-07-2014,-662.63,457.05
10-07-2014,-257.02,1012.51
11-07-2014,-533.84,672.18
14-07-2014,503.12,196.39
15-07-2014,67.29,312.04
16-07-2014,-24.73,741.06
17-07-2014,520,115.03
18-07-2014,-375.16,317.93
21-07-2014,294.99,410.13
22-07-2014,1200.6,724.94
23-07-2014,52.38,625.01
24-07-2014,-81.46,180.01
25-07-2014,-31.27,59.23
28-07-2014,32.04,-57.74
30-07-2014,638.69,-373.22
31-07-2014,79.96,-122.02
01-08-2014,-1145.73,518.75
04-08-2014,289.51,729.06
05-08-2014,-201.35,108.16
06-08-2014,-323.68,-190.58
07-08-2014,-419.31,210.39
08-08-2014,-2720.07,-270
11-08-2014,162.46,498.08
12-08-2014,1390.77,639.29
13-08-2014,717.77,248.26
14-08-2014,604.91,325.88
18-08-2014,217.7,672.67
19-08-2014,451.36,834.37
20-08-2014,276.72,180.19
21-08-2014,-157.58,674.61
22-08-2014,448.55,296.56
25-08-2014,191.55,168.4
26-08-2014,269.04,47.49
27-08-2014,437.8,205.47
28-08-2014,847.03,-328.29
02-09-2014,190.46,-87.42
03-09-2014,-333.52,530.91
04-09-2014,-591.32,-677.13
05-09-2014,-593.93,-630.97
08-09-2014,192.71,-80.32
09-09-2014,-267.63,-149.83
10-09-2014,-827.98,-759.18
11-09-2014,32.41,-512.47
12-09-2014,-496.93,-636.61
15-09-2014,-1394.92,-531.76
16-09-2014,-162.56,-29.99
17-09-2014,52.34,103.91
18-09-2014,644.82,80.87
19-09-2014,-43.29,96.3
22-09-2014,164.93,-328.66
23-09-2014,-315.61,-439.96
24-09-2014,-163.94,-558.62
25-09-2014,121.07,-865.61
26-09-2014,-213.3,-1004.31
29-09-2014,99.37,-144.84
30-09-2014,232,322.55
01-10-2014,72.26,124.62
07-10-2014,152.18,-303.89
08-10-2014,-195.89,-678.97
09-10-2014,566.29,-71.32
10-10-2014,-1463.85,-176.29
13-10-2014,-821.78,-21.45
14-10-2014,-302.97,93.41
16-10-2014,-724.67,362.54
17-10-2014,1030.18,-159.5
20-10-2014,1455.01,627.71
21-10-2014,398.53,-152.92
22-10-2014,751.09,-109.23
23-10-2014,0.07,12.5
27-10-2014,680.01,-210.46
28-10-2014,592.15,-600.19
29-10-2014,2166.72,-60.96
30-10-2014,1286.49,531.25
31-10-2014,1485.22,322.47
03-11-2014,163.56,-846.21
05-11-2014,721.73,-836.03
07-11-2014,332.44,-535.48
10-11-2014,-88.52,-393.05
11-11-2014,-347.63,-118.52
12-11-2014,179.68,556.49
13-11-2014,-394.9,-201.85
14-11-2014,-208.47,98.14
17-11-2014,-235.34,-473.37
18-11-2014,-163.85,180.07
19-11-2014,106.34,65.76
20-11-2014,227.21,-308.5
21-11-2014,226.35,-380.38
24-11-2014,49.62,-157.16
25-11-2014,-638.66,-306.94
26-11-2014,-113.94,-593.22
28-11-2014,1933.53,109.19
01-12-2014,-303.63,350.27
02-12-2014,-1295.79,-783.49
03-12-2014,-996.98,-437.12
04-12-2014,-756.81,16.85
05-12-2014,300.31,-130.34
08-12-2014,60.29,-1171.54
09-12-2014,210.5,-801.78
10-12-2014,-845.08,-426.29
11-12-2014,-723.53,-403.53
12-12-2014,351.66,-178.66
15-12-2014,178.63,-889.34
16-12-2014,-556.99,-1053.35
17-12-2014,-493.85,3.79
18-12-2014,36.09,310.65
19-12-2014,-79.95,355.37
22-12-2014,106.17,-63.02
23-12-2014,1418.11,-135.99
24-12-2014,-1303.17,-1646.18
26-12-2014,-20.55,-54.77
29-12-2014,548.28,-14.55
30-12-2014,472.52,-32.93
31-12-2014,130.81,-20.86
02-01-2015,-28.83,19.67
05-01-2015,-605.12,-26.05
06-01-2015,-2817.44,259.65
07-01-2015,-216.92,-192.83
08-01-2015,-176.83,508.18
09-01-2015,-62.16,574.39
12-01-2015,-244.68,-196.86
13-01-2015,440.83,-11.76
14-01-2015,178.2,-244.36
15-01-2015,3896.76,-290.41
16-01-2015,-848.13,1205.94
20-01-2015,1749.06,294.78
21-01-2015,483.32,114.88
22-01-2015,901.84,-501.3
23-01-2015,1371.99,-219.6
27-01-2015,1731.69,-756.98
28-01-2015,-1300.73,-487.61
29-01-2015,1867.48,-873.54
30-01-2015,72.08,-1608.46
02-02-2015,-3.39,-1886.57
03-02-2015,-474.2,-1549.75
04-02-2015,220.53,-876.95
05-02-2015,-575.5,274.94
06-02-2015,-1179.77,-369.44
09-02-2015,-1792.86,-197.63
10-02-2015,403.49,80.47
11-02-2015,-202.41,-7.92
12-02-2015,-619.4,-214.28
13-02-2015,1137.37,-430.22
18-02-2015,284.45,-289.78
19-02-2015,-503.09,47.26
20-02-2015,-641.75,-324.81
23-02-2015,121.86,530.24
24-02-2015,-251.9,446.62
25-02-2015,-931.1,385.62
26-02-2015,-870.93,-803.07
27-02-2015,1127.57,-107.21
02-03-2015,850.98,-295.01
03-03-2015,1184.64,-476.39
04-03-2015,-3.44,202.91
05-03-2015,76.05,-153.59
09-03-2015,-1884.68,174.95
10-03-2015,-809.86,335.19
11-03-2015,337.08,-297.03
12-03-2015,125.52,-98.87
13-03-2015,5.45,901.26
16-03-2015,-139.59,276.97
17-03-2015,-487.26,799.35
18-03-2015,-525.08,1311.48
19-03-2015,170.68,447.88
20-03-2015,-575.36,-18.54
23-03-2015,-427.13,-100.1
24-03-2015,420.76,-348.64
25-03-2015,-1386.7,-186.52
26-03-2015,-2167.2,-1468.15
27-03-2015,392.17,142.35
30-03-2015,-227.57,885.54
31-03-2015,587.9,631.11
01-04-2015,74.66,148.49
06-04-2015,-752.53,486.13
07-04-2015,-88.31,172.17
08-04-2015,1173.62,-257.54
09-04-2015,248.18,-260.58
10-04-2015,-214.09,-358.58
13-04-2015,-165.87,105.67
15-04-2015,783.26,-20.17
16-04-2015,-1071.5,-376.05
17-04-2015,408.67,-892.53
20-04-2015,-1338.53,-199.25
21-04-2015,318.7,-1293.93
22-04-2015,34.84,60.45
23-04-2015,-585.24,497.28
24-04-2015,-530.43,883.9
27-04-2015,-420.85,916.12
28-04-2015,-408.49,1263.64
29-04-2015,-197.15,315.47
30-04-2015,-504.06,-26.18
04-05-2015,-280.5,749.38
05-05-2015,-924.32,1030.4
06-05-2015,-1924.6,1832.18
07-05-2015,-946.63,983.61
08-05-2015,194.6,1115.36
11-05-2015,292.6,842.8
12-05-2015,178.16,1212.16
13-05-2015,-649.39,428.45
14-05-2015,-1661.89,111.49
15-05-2015,-131.08,124.86
18-05-2015,228.85,-76.46
19-05-2015,647.79,327.18
20-05-2015,853.05,-11.2
21-05-2015,-312.53,235.03
22-05-2015,327,9.47
26-05-2015,215.33,192.89
27-05-2015,-95.59,-538.06
28-05-2015,650.35,-646.33
29-05-2015,3822.21,-1250.4
01-06-2015,66.38,-207.32
02-06-2015,-2162.57,4.11
03-06-2015,-576.92,31.38
04-06-2015,-0.41,196.93
05-06-2015,-490.8,-49.63
08-06-2015,-199.8,363.96
09-06-2015,156.36,297.2
10-06-2015,32.32,31.75
11-06-2015,177.54,434.68
12-06-2015,119.82,-42.35
15-06-2015,-146.12,132.74
16-06-2015,-563.97,274.48
17-06-2015,-219.26,786.19
18-06-2015,144.57,1090.53
19-06-2015,-156.29,893.98
22-06-2015,1417.98,779.37
23-06-2015,1394.06,990.11
24-06-2015,1488.78,585.77
25-06-2015,2228.74,-1082.32
26-06-2015,-264.66,120.91
29-06-2015,546.85,-68.3
30-06-2015,352.68,179.61
01-07-2015,397.87,614.53
02-07-2015,361.88,551.18
06-07-2015,-854.17,-266.33
07-07-2015,956.93,-61.37
08-07-2015,-271.32,-899.17
09-07-2015,-1247.13,-496.96
10-07-2015,7.49,-1058.16
13-07-2015,15.54,-671.96
14-07-2015,888.69,-427.72
15-07-2015,1088.41,372.02
16-07-2015,1511.24,543.7
17-07-2015,263.89,-223.15
20-07-2015,-133.73,-686.21
21-07-2015,1256.16,-13.42
22-07-2015,-294.96,-263.32
23-07-2015,-582.27,-357.95
24-07-2015,-35.56,-321.92
27-07-2015,-1409.76,-798.72
28-07-2015,-120.33,-406.51
29-07-2015,-1391.7,-191.34
30-07-2015,-212.95,-65.26
31-07-2015,1153.15,341.33
03-08-2015,-188.32,462.95
04-08-2015,-231.31,849.48
05-08-2015,599.03,227.54
06-08-2015,266.07,-50.29
07-08-2015,85.03,-502.17
10-08-2015,613.5,-426.29
11-08-2015,-857.03,-91.24
12-08-2015,-2501.15,333.18
13-08-2015,-235.36,192.54
14-08-2015,435.06,-70.6
17-08-2015,-601.57,-37.33
18-08-2015,20.38,407.76
19-08-2015,-522.93,503.14
20-08-2015,-1770.77,342.65
21-08-2015,-2416.3,-439
24-08-2015,-411.3,1214.41
25-08-2015,1023.5,1299.45
26-08-2015,-88.74,243.46
27-08-2015,1384.78,9.5
28-08-2015,2512.12,431.52
31-08-2015,538.57,658.84
01-09-2015,-697.54,-191.9
02-09-2015,-1790.27,-168.75
03-09-2015,458.68,320.63
04-09-2015,-356.95,489.6
08-09-2015,803.4,-278.69
09-09-2015,387.95,1016.02
10-09-2015,-272.18,312.36
11-09-2015,240.57,442.28
14-09-2015,-32.79,488.05
15-09-2015,255.7,348.7
16-09-2015,-50.06,1038.36
18-09-2015,470.29,1089.91
21-09-2015,-1836.9,317.11
22-09-2015,-699.12,1248.38
23-09-2015,174.93,-263
24-09-2015,-632.47,39.35
28-09-2015,8.08,24.95
29-09-2015,-518.88,134.93
30-09-2015,-144.12,-110.59
01-10-2015,964.1,-130.57
05-10-2015,1626.93,671.36
06-10-2015,251.36,461.88
07-10-2015,1139.59,-462.69
08-10-2015,575.39,-631.37
09-10-2015,437.67,-534.27
12-10-2015,742.67,-65.48
13-10-2015,-386.94,-331.07
14-10-2015,-872.63,-688.38
15-10-2015,-104.61,-196.01
16-10-2015,-831.45,-457.61
19-10-2015,-402.89,237.92
20-10-2015,31.4,474.94
21-10-2015,148.78,54.43
23-10-2015,1850.16,-452.95
26-10-2015,1332.09,-474.81
27-10-2015,624.27,-644.99
28-10-2015,-1281.07,-1314.98
29-10-2015,-47.81,-997.74
30-10-2015,334.06,-77.28
02-11-2015,-256.04,-266.92
03-11-2015,403,117.39
04-11-2015,-293.27,-34.48
05-11-2015,-858.36,-1072.47
06-11-2015,-647.89,-435.4
09-11-2015,-1485.65,-186.52
10-11-2015,-19.42,67.08
13-11-2015,-1251.26,-343.35
16-11-2015,-645.56,-358.08
17-11-2015,-138.63,-181.2
18-11-2015,138.38,253.53
19-11-2015,23.41,389.61
20-11-2015,260.53,136.48
23-11-2015,403.26,288.97
24-11-2015,-141.24,380.81
27-11-2015,301.85,349.21
30-11-2015,756.68,-261.59
01-12-2015,-322.77,-204.03
02-12-2015,-506.26,-217.19
03-12-2015,-508.96,-222.36
04-12-2015,-965.73,-324.54
07-12-2015,34.79,-40.53
08-12-2015,-191.67,-192.57
09-12-2015,-122.6,81.2
10-12-2015,-120.35,-202.9
11-12-2015,-921.22,223.44
14-12-2015,164.73,124.15
15-12-2015,-437.88,2.9
16-12-2015,91.76,536.62
17-12-2015,-525.84,25.3
18-12-2015,437.28,-947.36
21-12-2015,52.88,-394.37
22-12-2015,-175.16,42.45
23-12-2015,354.39,100.66
28-12-2015,-89.72,609.9
29-12-2015,698.81,3.15
30-12-2015,330.48,-250.61
31-12-2015,-630.15,-196.72
04-01-2016,-39.54,-259.42
05-01-2016,33.87,-178.56
06-01-2016,-558.91,-56.85
07-01-2016,-1565.62,-82.34
08-01-2016,-355.55,-367.2
11-01-2016,-318.72,-612.72
12-01-2016,-248.46,-407.89
13-01-2016,322.1,530.99
14-01-2016,-104.97,376.11
15-01-2016,158.07,794.35
19-01-2016,390.81,243.07
20-01-2016,-86.94,646.96
21-01-2016,329.25,373.08
22-01-2016,556.61,859.34
25-01-2016,-981.98,846.2
27-01-2016,-619.33,852.27
28-01-2016,-1597.81,386.54
29-01-2016,1327.22,541.24
01-02-2016,364.95,259.76
02-02-2016,-50.99,-393.22
03-02-2016,-352.34,-295.75
04-02-2016,890.11,30.06
05-02-2016,23.63,-159.24
08-02-2016,-212.65,438.9
09-02-2016,607.72,-1294.16
10-02-2016,-417.58,-1268.73
11-02-2016,415.41,-265.47
12-02-2016,883.34,102.28
16-02-2016,1030.1,451.94
17-02-2016,-213.07,111.84
18-02-2016,442.52,690.9
19-02-2016,-846.36,-33.48
22-02-2016,-378.32,353.79
23-02-2016,216,867.3
24-02-2016,-491.26,350.68
25-02-2016,-2435.38,468.52
26-02-2016,734.48,667.74
29-02-2016,668,629.05
01-03-2016,706.18,495.1
02-03-2016,1188.84,966.32
03-03-2016,259.68,256.07
04-03-2016,147.42,300.19
08-03-2016,803.4,349.04
09-03-2016,154.62,-1253.49
10-03-2016,-28.53,-635.54
11-03-2016,931.61,-378.18
14-03-2016,861.07,-253.12
15-03-2016,553.68,-683.6
16-03-2016,-114.85,-955.38
17-03-2016,591.98,444.25
18-03-2016,490.91,-171.06
21-03-2016,250.89,-77.87
22-03-2016,200.32,-1126.5
23-03-2016,739.61,-1081.85
28-03-2016,-160.92,-1787.42
29-03-2016,207.5,-756.44
30-03-2016,394.63,-564.95
31-03-2016,3193.59,-658.47
01-04-2016,-386.84,-441.63
04-04-2016,97.39,-539.33
05-04-2016,-1224.08,323.66
06-04-2016,-769.96,505.93
07-04-2016,-1473.58,124.78
08-04-2016,-897.28,-307.66
11-04-2016,-28.83,-373.83
12-04-2016,116.6,-242.37
13-04-2016,1679.09,-70.83
18-04-2016,631.06,1026.46
20-04-2016,1328.06,-577.34
21-04-2016,-74.38,995.35
22-04-2016,540.75,60.24
25-04-2016,12.79,-43.2
26-04-2016,994.2,-870.91
27-04-2016,843.9,168.93
28-04-2016,103,-1351.16
29-04-2016,-268.25,-609.32
02-05-2016,-1340.33,-409.85
03-05-2016,-984.03,-401.17
04-05-2016,-1277.91,-627.21
05-05-2016,-993.1,102.26
06-05-2016,-989.07,84.74
09-05-2016,695.03,-856.87
10-05-2016,-377.58,-732.09
11-05-2016,-962.07,1072.03
12-05-2016,420.08,339.74
13-05-2016,-237.9,-324.05
16-05-2016,-193.48,-405.42
17-05-2016,296.49,403.49
18-05-2016,-1281.51,285.18
19-05-2016,-293.29,426.82
20-05-2016,-44.92,139.92
23-05-2016,325.92,385.8
24-05-2016,-373.23,351.47
