Date,INDEX_FUT_BUY,INDEX_FUT_SELL,INDEX_FUT_NET,STK_FUT_BUY,STK_FUT_SELL,STK_FUT_NET,INDEX_OPT_BUY,INDEX_OPT_SELL,INDEX_OPT_NET,STK_OPT_BUY,STK_OPT_SELL,STK_OPT_NET,OPEN_INT,OPEN_INT_AMT
26/10/2016,6741.64,7505.19,-763.55,34311.86,35147.7,-835.84,23061.07,22871.92,189.15,6661.71,6744.91,-83.2,956904,64424.2
25/10/2016,3132.96,2978.23,154.73,32146.67,31343.15,803.52,17558.47,17893.18,-334.71,4812.97,4857.96,-44.99,920537,62005.97
24/10/2016,1107.39,1083.44,23.95,29690.36,29353.72,336.64,7824.27,8091.83,-267.56,5472.6,5611.45,-138.85,894388,59917.17
21/10/2016,2109.37,2505.37,-396,47567.44,45989.86,1577.58,8236.94,7648.01,588.93,6332.56,6424.12,-91.56,892782,59731.52
20/10/2016,960.68,1072.33,-111.65,37598.26,37465.55,132.71,7218.1,7106.94,111.16,4611.45,4505.27,106.18,883200,58606.57
19/10/2016,2237.11,2966.91,-729.8,45216.86,42159.37,3057.49,7668.41,6445.04,1223.37,5049.19,5001.7,47.49,882800,58457.74
18/10/2016,1939.6,2972.06,-1032.46,39955.86,40162.37,-206.51,8029.49,6928.34,1101.15,5366.26,5519.02,-152.76,877381,56905.35
17/10/2016,1136.86,1072.73,64.13,30367.37,29963.52,403.85,7146.82,6614.3,532.52,6269.19,6428.71,-159.52,877035,57508.6
14/10/2016,1753.62,4083.5,-2329.88,47409.42,46271.11,1138.31,8075.45,8127.83,-52.38,6520.17,6680.15,-159.98,872245,56844.55
13/10/2016,759.34,910.96,-151.62,18270.95,18455.56,-184.61,4605.8,4914.53,-308.73,2772.15,2829.93,-57.78,864748,57723.42
10/10/2016,961.18,1854.16,-892.98,26070,26040.5,29.5,6373.57,6303.05,70.52,4044.42,3995.29,49.13,861495,57516.51
7/10/2016,1205.39,1173.44,31.95,38773.36,38366.92,406.44,6938.07,6864.11,73.96,4983.73,5010.47,-26.74,857238,57166.37
6/10/2016,1409.17,1255.44,153.73,36930.48,36229.83,700.65,6666.76,7055.69,-388.93,3854.82,3849.98,4.84,855032,57405.13
5/10/2016,2869.78,2522.44,347.34,39749.22,38824.23,924.99,7421.71,7452.69,-30.98,4314.79,4293.06,21.73,850558,57092.41
4/10/2016,2160,2319.12,-159.12,33970.47,34263.68,-293.21,7715.1,7052.24,662.86,3517.95,3432.11,85.84,847813,56617.9
3/10/2016,1916.58,3296.52,-1379.94,47649.07,47098.84,550.23,8201.24,7712.57,488.67,4118.37,3941,177.37,842097,54977.99
30/09/2016,10462.67,9586.93,875.74,119104.13,119504.27,-400.14,31733.81,31871,-137.19,7044.41,6849.26,195.15,829231,53301.45
29/09/2016,5368.18,5233.4,134.78,51627.78,50197.36,1430.42,25440.56,25797.15,-356.59,6472.8,6342.81,129.99,1024230,68217.83
28/09/2016,8624.92,8980.94,-356.02,56104.21,54801.62,1302.59,22429.38,22446.84,-17.46,5660,5749.7,-89.7,1011075,66608.63
27/09/2016,7792.22,8913.08,-1120.86,46353.42,46112.4,241.02,19091.82,19778.35,-686.53,6527.45,6733.81,-206.36,967288,63957.17
26/09/2016,2120.35,1734.69,385.66,34371.4,35005.47,-634.07,9521.88,9871.27,-349.39,7186.81,7372.05,-185.24,939039,62910.17
23/09/2016,3143.17,3442.4,-299.23,51635.79,51137.9,497.89,7817.62,7945.01,-127.39,6099.75,6265.94,-166.19,938951,63284.77
22/09/2016,2073.99,1630.31,443.68,41259.08,41626.56,-367.48,5613.74,6116.03,-502.29,4084.89,4200.55,-115.66,941009,62662.05
21/09/2016,1316.22,1405.29,-89.07,27887.62,29830.36,-1942.74,5250.55,6146.61,-896.06,3945.81,3970.13,-24.32,939635,62614.86
20/09/2016,1075.59,1506.71,-431.12,28182.14,28617.58,-435.44,5759.48,5658.37,101.11,4537.81,4498.3,39.51,931200,62211.69
19/09/2016,2858.16,2431.27,426.89,55735.65,54956.33,779.32,9175.56,9697.57,-522.01,7873.45,7864.54,8.91,924996,61464.71
16/09/2016,1189.41,1781.39,-591.98,38858.68,39187.26,-328.58,5476.9,5994.62,-517.72,4585.69,4653.63,-67.94,911253,60530.78
15/09/2016,1542.22,2093.39,-551.17,40272.33,39926.13,346.2,6208.24,6977.26,-769.02,5201.25,5233.03,-31.78,912703,60778.42
14/09/2016,3210.57,3808.09,-597.52,50049.87,44471.68,5578.19,5513.53,6435.74,-922.21,6983.69,6994.05,-10.36,899398,59179.6
12/9/2016,2034.07,2406.22,-372.15,43293.72,42329.74,963.98,7397.32,9040.56,-1643.24,6550.6,6555.21,-4.61,891513,60498.46
9/9/2016,2003.47,2059.27,-55.8,36213.68,36230.46,-16.78,6897.36,7848.42,-951.06,6424.85,6459.35,-34.5,887401,60840.68
8/9/2016,2340.82,2367.79,-26.97,53347.36,52511.04,836.32,8020.75,9035.84,-1015.09,6552.26,6684.17,-131.91,877887,59937.64
7/9/2016,2430.66,2099.34,331.32,36169.27,35351.26,818.01,6941.96,5768.13,1173.83,4852.31,4881.01,-28.7,874284,59522.24
6/9/2016,1485.52,1884.71,-399.19,26409.83,26230.95,178.88,6581.64,6180.61,401.03,3929.79,4004.01,-74.22,875664,58633.06
2/9/2016,2042.38,1678.68,363.7,43716.68,42910.76,805.92,6595.38,7000.48,-405.1,5115.6,5098.01,17.59,870715,57872.13
1/9/2016,5451.56,2565.79,2885.77,41442.35,41013.78,428.57,9692.21,9487.83,204.38,4684.23,4632,52.23,862950,58008.63
31/08/2016,4246.9,2180.54,2066.36,37136.5,35825.19,1311.31,5909.33,6363.65,-454.32,3428.83,3469.54,-40.71,838191,55913.87
30/08/2016,2549.03,2508.37,40.66,29282.2,29117.37,164.83,5284.89,4878.07,406.82,3431.71,3464.32,-32.61,823821,54156.9
29/08/2016,2246.46,1195.35,1051.11,31692.76,30881.42,811.34,5335.14,5487.88,-152.74,3538.87,3344.9,193.97,813755,53214.68
26/08/2016,7135.85,6193.54,942.31,47416.84,47524.16,-107.32,22084.09,23647.89,-1563.8,2602.07,2497.24,104.83,799991,52381.4
25/08/2016,6062.14,6316.69,-254.55,42876.78,41792.81,1083.97,21228.09,20856.27,371.82,4465.81,4548.42,-82.61,986444,64936.52
24/08/2016,9805.51,10436.48,-630.97,38467.97,39006.5,-538.53,21992.13,22516.36,-524.23,4726.17,4803.46,-77.29,967322,63471.03
23/08/2016,8014.11,8470.93,-456.82,42368.84,42334.58,34.26,16713.38,17021.04,-307.66,4450.87,4486.01,-35.14,929130,60835.79
22/08/2016,2097.8,1864.96,232.84,34178.64,34063.21,115.43,7432.44,7273.76,158.68,4635.55,4665.49,-29.94,899429,59269.88
19/08/2016,2675.93,2630.85,45.08,51098.75,49743.37,1355.38,6679.22,6483.13,196.09,3400.82,3417.37,-16.55,909276,59703.64
18/08/2016,1777.43,1902.8,-125.37,45412.45,45344.84,67.61,6131.05,5865.14,265.91,4189.81,4189.59,0.22,902864,58812.65
17/08/2016,1916.09,2023.08,-106.99,42908.91,42496.85,412.06,6975.52,6544.98,430.54,5226.66,5272.14,-45.48,899654,58478.54
16/08/2016,1865.85,2039.51,-173.66,41367.33,40341.49,1025.84,7635.97,7023.14,612.83,7336.62,7385.24,-48.62,899265,58318.54
12/8/2016,1780.41,1774.02,6.39,48179.52,47662.49,517.03,5881.94,6838.63,-956.69,4300.49,4331.1,-30.61,895591,57608.57
11/8/2016,2178.52,2085.89,92.63,47499.63,47861.73,-362.1,5995.58,6571.75,-576.17,4863.8,4883.6,-19.8,886043,56990.5
10/8/2016,1626.74,1470.74,156,40213.52,39375.31,838.21,5355.6,6477.27,-1121.67,3919.18,3990.01,-70.83,877080,57392.19
9/8/2016,1456.73,1052.24,404.49,21400.59,20562.48,838.11,5639.31,6251.76,-612.45,3547.51,3531.35,16.16,863761,56860.85
8/8/2016,2451.23,1970.32,480.91,30128.51,28129.58,1998.93,6027.82,6042.99,-15.17,3749.66,3752.79,-3.13,853279,55879.81
5/8/2016,2706.91,1995.61,711.3,53944.74,52042.7,1902.04,5582.31,5777.92,-195.61,3704.25,3645.71,58.54,841851,54199.42
4/8/2016,2440.74,2473.45,-32.71,44614.32,44182.63,431.69,5719.11,7027.14,-1308.03,3618.39,3686.03,-67.64,832516,53274.37
3/8/2016,1453.95,1450.09,3.86,38846.72,38326.9,519.82,5695.23,6536.3,-841.07,3402.92,3474.33,-71.41,814984,52819.22
2/8/2016,2561.09,1929.36,631.73,43380.04,42707.26,672.78,5855.15,6829.91,-974.76,4479.06,4520.69,-41.63,795277,51991.81
1/8/2016,2058.52,1973.91,84.61,22104.82,20711.96,1392.86,5008.79,5874.63,-865.84,2609.15,2602,7.15,777349,50757.02
29/07/2016,4363.93,4282.74,81.19,51488.2,48935.11,2553.09,21701.29,22419.46,-718.17,4883.12,4813.31,69.81,760755,49657.09
28/07/2016,6851.74,6768.46,83.28,61176.25,60033.79,1142.46,23447.29,23660.5,-213.21,7903.8,8008.33,-104.53,920073,59615.18
27/07/2016,8734.68,8340.19,394.49,36302.9,36730.18,-427.28,22381.29,22875.23,-493.94,7038.31,7228.53,-190.22,884393,56986.26
26/07/2016,4657.44,4945.52,-288.08,36897.77,36293.45,604.32,14503.48,15134.56,-631.08,6204.18,6319.78,-115.6,863622,55990.63
25/07/2016,2260.02,1701.36,558.66,28933.25,30046.96,-1113.71,6902.33,7385.88,-483.55,5883.54,5932.76,-49.22,847230,54248.84
22/07/2016,1677.98,1346.02,331.96,41281.82,40460.3,821.52,5905.7,5952.18,-46.48,5532.38,5655.49,-123.11,857817,54496.95
21/07/2016,1301.38,1254.99,46.39,22192.05,22390.71,-198.66,4764.75,5639.28,-874.53,3956.86,3956.86,0,855795,54903.91
20/07/2016,1729.58,1177.06,552.52,32815.89,32933.45,-117.56,5358.58,5594.86,-236.28,4980.26,5116.4,-136.14,846317,53917.67
19/07/2016,2050.28,1327.46,722.82,30667.16,31228.05,-560.89,5933.27,6706.84,-773.57,7446.78,7602.39,-155.61,835890,53549.36
18/07/2016,2050.28,1327.46,722.82,30667.16,31228.05,-560.89,5933.27,6706.84,-773.57,7446.78,7602.39,-155.61,835890,53549.36
15/07/2016,1488.11,1027.1,461.01,23758.19,22979.25,778.94,4839.42,5304.22,-464.8,4417.57,4552.27,-134.7,821407,52741.6
14/07/2016,2051.9,1378.87,673.03,22303.06,22105.57,197.49,5732.01,5577.98,154.03,4381.89,4465.52,-83.63,813346,51791.85
13/07/2016,2216.14,1067.48,1148.66,22165.37,21164.95,1000.42,4418.95,4508.6,-89.65,3523.97,3508.8,15.17,812430,51977.12
12/7/2016,2497.82,1371.49,1126.33,22822.51,21229.63,1592.88,4234.56,4783.31,-548.75,2798.21,2860.62,-62.41,802796,51000.81
11/7/2016,1137.01,1358.65,-221.64,20072.29,19671.21,401.08,4595.7,4313.85,281.85,2410.21,2439.46,-29.25,793562,49469.86
8/7/2016,719.93,944.31,-224.38,14805.8,14456.11,349.69,4414.08,4893.3,-479.22,2620.16,2633.72,-13.56,784360,49075.84
7/7/2016,1112.13,982.99,129.14,15374.84,14981.26,393.58,4317.42,4662.48,-345.06,3054.04,3034.32,19.72,778746,48839.02
5/7/2016,1309.9,1234.18,75.72,16941.29,16207.84,733.45,4593.34,4090.16,503.18,2312.83,2322.65,-9.82,768187,48266.22
4/7/2016,1188.85,934.54,254.31,17792.86,16891.37,901.49,5099.21,5080.41,18.8,1789.94,1675.13,114.81,761764,47378.28
1/7/2016,7938.56,5098.53,2840.03,33674.43,31737.9,1936.53,18694.08,18468.22,225.86,2793.36,2631.92,161.44,751325,46339.11
30/06/2016,4813.11,4129.98,683.13,26602.38,25915.92,686.46,21043.13,20644.22,398.91,2886.09,2984.01,-97.92,1010629,57162.79
29/06/2016,5481.57,6273.52,-791.95,23410.34,22006.59,1403.75,18766.67,19075.72,-309.05,3063.95,3098.43,-34.48,1038382,56040.67
28/06/2016,4584.07,4871.48,-287.41,28804.35,29208.08,-403.73,17505.57,17444.99,60.58,4136.27,4273.06,-136.79,1072869,55479.37
27/06/2016,4727.31,6495.24,-1767.93,63259.09,60566.93,2692.16,10739.92,10725.65,14.27,9798.41,10170.24,-371.83,1076625,53377.41
24/06/2016,2249.57,1929.51,320.06,23700.38,23055,645.38,5743.53,5381.24,362.29,4005.53,4203.93,-198.4,1085037,54882.28
23/06/2016,851.49,1421.56,-570.07,14291.25,15201.89,-910.64,4613.32,4319.37,293.95,2515.7,2521.46,-5.76,1090648,54616.37
22/06/2016,851.49,1421.56,-570.07,14291.25,15201.89,-910.64,4613.32,4319.37,293.95,2515.7,2521.46,-5.76,1090648,54616.37
21/06/2016,2379.46,3715.41,-1335.95,26458.97,27513.47,-1054.5,4946.32,4656.3,290.02,3293.28,3299.47,-6.19,1089340,54654.31
20/06/2016,1509.57,1989.84,-480.27,19774.06,20430.33,-656.27,4843.65,4934.5,-90.85,2453.38,2499.03,-45.65,1089262,54008.52
17/06/2016,2658.43,3097.82,-439.39,34743.57,35887.85,-1144.28,4818.72,4930.91,-112.19,3475.91,3435.48,40.43,1081504,53440.66
16/06/2016,1260.67,1899.4,-638.73,21642.03,20838.03,804,4186.6,4413.75,-227.15,2838.25,2786.18,52.07,1076903,53569.97
15/06/2016,1601.03,3481.97,-1880.94,19596.08,19192.24,403.84,3944.34,4118.6,-174.26,2202.31,2188.84,13.47,1072923,52820.11
14/06/2016,1506.29,2121.9,-615.61,20143.73,19494.61,649.12,4018.41,5405.42,-1387.01,2749.27,2752.95,-3.68,1064617,52199.57
13/06/2016,1815.94,1492.65,323.29,24525.17,24779.18,-254.01,4560.84,5066.28,-505.44,2965.14,3025.08,-59.94,1055648,52189.35
10/6/2016,1516.92,819.37,697.55,17584.06,16913.91,670.15,4102.84,4478.26,-375.42,2459.22,2558.28,-99.06,1057537,52564.76
9/6/2016,848.75,1052.34,-203.59,13411.21,11910.53,1500.68,3846.33,3784.43,61.9,2130.06,2195.41,-65.35,1063607,52983.2
8/6/2016,1933.48,1676.32,257.16,20510.02,20165.06,344.96,5016.22,5349.46,-333.24,2682.06,2792.74,-110.68,1063769,52739.48
7/6/2016,1357.17,840.58,516.59,8633.95,8729.58,-95.63,3811.85,4448.73,-636.88,2090.57,2079.39,11.18,1068751,52595.51
6/6/2016,1363.96,1044.64,319.32,10918.37,11027.19,-108.82,4915.77,4669.32,246.45,2576.13,2596.05,-19.92,1065688,52559.57
3/6/2016,1528.41,1687.48,-159.07,21544.32,21461.53,82.79,4808.37,4725.21,83.16,2321.64,2326.07,-4.43,1063697,52965.59
2/6/2016,1475.96,1762.5,-286.54,21995.71,21645.72,349.99,5029.87,4469.12,560.75,2667.55,2618.05,49.5,1041846,51586.4
1/6/2016,2939.49,2340.69,598.8,20768.31,20831.65,-63.34,9428.14,9681.99,-253.85,3269.5,3319.47,-49.97,1020824,50666.28
31/05/2016,1867.42,1311.48,555.94,20743.96,19502.39,1241.57,4190.67,4568.8,-378.13,3051.85,2962.86,88.99,993943,49012.95
30/05/2016,4854.25,2691.77,2162.48,33648.5,31739.14,1909.36,6365.5,5351.4,1014.1,4063.97,3947.81,116.16,981776,48310.54
27/05/2016,7258.3,4910.21,2348.09,56149.23,54003.15,2146.08,18659.79,17444.89,1214.9,3655.96,3652.13,3.83,969349,46966.37
26/05/2016,10952.14,7608.73,3343.41,48552.77,46160.32,2392.45,21558.96,21391.33,167.63,3965.7,4162,-196.3,1140354,54593.42
25/05/2016,5168.73,5541.96,-373.23,30082.58,30833.18,-750.6,17073.16,16721.69,351.47,2936.63,2991.92,-55.29,1103557,51607.38
24/05/2016,4055.69,3729.77,325.92,40348.25,39134.95,1213.3,15124.06,14738.26,385.8,2990.23,3220.16,-229.93,1078033,50381
23/05/2016,1444.32,1489.24,-44.92,35348.55,35914.55,-566,5391.86,5251.94,139.92,3580.04,3892.61,-312.57,1056343,49684.56
20/05/2016,1994.47,2287.76,-293.29,35397.25,36637.2,-1239.95,5776.82,5350,426.82,3652,3725.45,-73.45,1062517,50234.08
19/05/2016,1616.64,2898.15,-1281.51,30558.35,30670.23,-111.88,4750.02,4464.84,285.18,3258.33,3358.74,-100.41,1050114,50479.13
18/05/2016,2018.15,1721.66,296.49,26567.68,25920.47,647.21,4796.64,4393.15,403.49,2924.69,2934.52,-9.83,1050296,50576.49
17/05/2016,1649.55,1843.03,-193.48,32002.82,30728.24,1274.58,4294.46,4699.88,-405.42,2701.39,2759.86,-58.47,1042078,50056.1
16/05/2016,1766.38,2004.28,-237.9,33168.43,33582.83,-414.4,5077.45,5401.5,-324.05,2698.48,2782.06,-83.58,1025884,49164.75
13/05/2016,1569.02,1148.94,420.08,26834.46,26793.04,41.42,4023.15,3683.41,339.74,2280.03,2245.38,34.65,1017062,49330.91
12/5/2016,1185.68,2147.75,-962.07,40189.83,39044.39,1145.44,4963.08,3891.05,1072.03,2836.7,2879.93,-43.23,1010257,48617.68
11/5/2016,908.76,1286.34,-377.58,19367.21,19079.72,287.49,3482.68,4214.77,-732.09,2138.04,2113.03,25.01,1013401,48982.69
10/5/2016,2276.84,1581.81,695.03,26087.42,24030.88,2056.54,3881.38,4738.25,-856.87,2371.23,2356.54,14.69,999318,48295.81
9/5/2016,776.25,1765.32,-989.07,20291.18,20404.25,-113.07,3716.86,3632.12,84.74,1868.74,1908.84,-40.1,991668,47145.43
6/5/2016,1358.17,2351.27,-993.1,22015.29,21009.22,1006.07,4588.12,4485.86,102.26,2323.89,2346.83,-22.94,982725,46598.6
5/5/2016,1124.35,2402.26,-1277.91,22706.33,23218.1,-511.77,4287.1,4914.31,-627.21,2430.63,2480.91,-50.28,973443,46027.23
4/5/2016,1410.61,2394.64,-984.03,31621.65,31184.34,437.31,4590.25,4991.42,-401.17,2442.77,2428.24,14.53,964492,46342.5
3/5/2016,864.35,2204.68,-1340.33,16241.72,16336.58,-94.86,3866.24,4276.09,-409.85,1822.98,1816.97,6.01,955068,46253.74
2/5/2016,1510.88,1779.13,-268.25,32595.5,30184.74,2410.76,4621.36,5230.68,-609.32,3091.79,3013.68,78.11,948186,45903.27
29/04/2016,5353.79,5250.79,103,52341.18,52745.9,-404.72,15236.8,16587.96,-1351.16,3181.42,3053.92,127.5,926204,44848.42
28/04/2016,5306.12,4462.22,843.9,34574.41,34214.96,359.45,19451.27,19282.34,168.93,3711.41,3910.1,-198.69,1056847,52039.1
27/04/2016,9586.52,8592.32,994.2,46993.13,47494.39,-501.26,20546.96,21417.87,-870.91,5297.05,5286.93,10.12,1054942,51834.11
26/04/2016,2698.57,2685.78,12.79,32630.31,31870.87,759.44,15016.23,15059.43,-43.2,3833.95,3970.94,-136.99,1045240,50484.51
25/04/2016,1985.76,1445.01,540.75,31143.59,30027.08,1116.51,5820.92,5760.68,60.24,3937.05,3948.29,-11.24,1005438,48787.23
22/04/2016,2103.81,2178.19,-74.38,36000.39,35863.24,137.15,6254.08,5258.73,995.35,4114.73,4161.37,-46.64,1009643,48811.51
21/04/2016,3234.08,1906.02,1328.06,36219.37,37371.16,-1151.79,5112.36,5689.7,-577.34,3694.74,3706.27,-11.53,1006286,48698.24
20/04/2016,2253.72,1622.66,631.06,27103.28,26448.65,654.63,4991.32,3964.86,1026.46,3535.18,3610.05,-74.87,1005566,48441.8
18/04/2016,4076.5,2397.41,1679.09,36291.79,29987.29,6304.5,4445.86,4516.69,-70.83,3533.32,3677.32,-144,1005514,48052.96
13/04/2016,1670.73,1554.13,116.6,25319.38,23311.19,2008.19,3154.36,3396.73,-242.37,2521.92,2495.85,26.07,1000799,46975.91
12/4/2016,1599.76,1628.59,-28.83,29403.06,28873.69,529.37,3776.71,4150.54,-373.83,2628.94,2734.48,-105.54,990822,46195.53
11/4/2016,858.67,1755.95,-897.28,20925.59,20714.38,211.21,2919.18,3226.84,-307.66,2042.74,2080.48,-37.74,982351,44989.93
8/4/2016,1105.08,2578.66,-1473.58,26984.64,27534.39,-549.75,3691.78,3567,124.78,2377.47,2364.72,12.75,980865,44699.19
7/4/2016,1015.24,1785.2,-769.96,22789.13,23568.88,-779.75,3854.15,3348.22,505.93,2163.39,2149.8,13.59,980121,45049.69
6/4/2016,2141.91,3365.99,-1224.08,41075.99,40548.86,527.13,4393.91,4070.25,323.66,2794.13,2888.08,-93.95,976858,44630.32
5/4/2016,1161.38,1063.99,97.39,16613.52,16778.51,-164.99,2954.84,3494.17,-539.33,1570.68,1610.52,-39.84,971203,45618.31
4/4/2016,1444.8,1831.64,-386.84,25574.18,24678.93,895.25,3848.08,4289.71,-441.63,1573.27,1517.63,55.64,960107,44912.09
1/4/2016,8389.88,5196.29,3193.59,39869.24,41255.54,-1386.3,14622.89,15281.36,-658.47,2214.97,2119.17,95.8,945755,44254.95
31/03/2016,4933.43,4538.8,394.63,37457.04,38143.52,-686.48,15972.71,16537.66,-564.95,2948.01,2996.4,-48.39,1122000,52588.15
30/03/2016,8529.56,8322.06,207.5,44089.27,44995.48,-906.21,22490.35,23246.79,-756.44,3286.51,3400.39,-113.88,1096628,50374.71
29/03/2016,3582.68,3743.6,-160.92,29675.33,29970.51,-295.18,14507.19,16294.61,-1787.42,2852.15,3048.7,-196.55,1064647,48796.95
28/03/2016,2011.71,1272.1,739.61,32865.61,33944.1,-1078.49,5335.64,6417.49,-1081.85,2546.14,2745.69,-199.55,1050361,48879.14
23/03/2016,2093.96,1893.64,200.32,33666.34,34463.82,-797.48,3690.07,4816.57,-1126.5,3117.36,3277.18,-159.82,1053011,48892.5
22/03/2016,3454.34,3203.45,250.89,30835.28,31438.44,-603.16,3418.19,3496.06,-77.87,2421.15,2472.16,-51.01,1047586,48429.1
21/03/2016,2319.14,1828.23,490.91,36579.22,36263.59,315.63,3694.45,3865.51,-171.06,2496.78,2593.15,-96.37,1039096,47280.31
18/03/2016,2284.12,1692.14,591.98,33481.78,32776.14,705.64,4179.2,3734.95,444.25,2392.55,2468.88,-76.33,1039993,46770.56
17/03/2016,2463.49,2578.34,-114.85,28287.08,28691.91,-404.83,3027.14,3982.52,-955.38,2064.14,2160.87,-96.73,1032864,46468.06
16/03/2016,1892.96,1339.28,553.68,22716.74,21843.26,873.48,2838.58,3522.18,-683.6,1611.78,1616.6,-4.82,1036854,46603.35
15/03/2016,1865.95,1004.88,861.07,21289.19,21050.58,238.61,2677.79,2930.91,-253.12,1808.52,1778.26,30.26,1038751,47035.85
14/03/2016,1996.96,1065.35,931.61,35240.06,35346.58,-106.52,2817.27,3195.45,-378.18,2039,2053.39,-14.39,1046442,47160.88
11/3/2016,1368.76,1397.29,-28.53,27952.56,27540.59,411.97,2785.31,3420.85,-635.54,2037.65,2038.45,-0.8,1053978,47346.64
10/3/2016,1493.39,1338.77,154.62,26373.99,25632.35,741.64,3238.7,4492.19,-1253.49,2186.79,2097.63,89.16,1050258,47580.45
9/3/2016,1835.81,1032.41,803.4,25235.54,25802.58,-567.04,4151.64,3802.6,349.04,2030.88,2014.96,15.92,1059140,47517.11
8/3/2016,1818.4,1670.98,147.42,29387.59,29633.61,-246.02,4340.39,4040.2,300.19,2396.16,2393.99,2.17,1075198,48210.67
4/3/2016,2269.63,2009.95,259.68,26299.88,25844.89,454.99,3957.42,3701.35,256.07,2137.47,2169.9,-32.43,1083567,48334.03
3/3/2016,4157.04,2968.2,1188.84,37215.83,32909.11,4306.72,5242.42,4276.1,966.32,2503.28,2492.14,11.14,1083632,47626.86
2/3/2016,2916.29,2210.11,706.18,36770.25,31952.76,4817.49,4201.18,3706.08,495.1,1942.56,1808.32,134.24,1090497,46782.48
1/3/2016,3425.72,2757.72,668,63088.86,63055,33.86,6142.4,5513.35,629.05,3063.24,3097.48,-34.24,1085667,45112.7
29/02/2016,2121.73,1387.25,734.48,21061.65,20749.97,311.68,3535.99,2868.25,667.74,1215.15,1203.68,11.47,1061436,44262.92
26/02/2016,4337.09,6772.47,-2435.38,42385.31,43684.62,-1299.31,11785.73,11317.21,468.52,1135.36,1083.11,52.25,1048353,43450.03
25/02/2016,7296.36,7787.62,-491.26,57017.29,57085.29,-68,16804.08,16453.4,350.68,2183.74,2265.98,-82.24,1235144,51726.12
24/02/2016,7302.13,7086.13,216,45467.85,47195.37,-1727.52,19972.03,19104.73,867.3,2381.33,2496.79,-115.46,1216026,51378.96
23/02/2016,3504.57,3882.89,-378.32,25380.82,25300.46,80.36,16773.86,16420.07,353.79,1851.03,1918.06,-67.03,1207833,51988.29
22/02/2016,1695.34,2541.7,-846.36,36317.29,37965,-1647.71,5984.88,6018.36,-33.48,2183.03,2276.98,-93.95,1179437,50453.78
19/02/2016,3554.89,3112.37,442.52,51654.11,52428.56,-774.45,6776.69,6085.79,690.9,2904.01,2999.09,-95.08,1184122,50403.41
18/02/2016,2251.69,2464.76,-213.07,58020.53,58381.97,-361.44,4818.54,4706.7,111.84,3343.74,3352.67,-8.93,1175068,49664.36
17/02/2016,2845.92,1815.82,1030.1,50844.9,52538.16,-1693.26,5125.76,4673.82,451.94,3211.77,3318.75,-106.98,1170640,48907.18
16/02/2016,3374.74,2459.48,915.26,32195.91,31753.33,442.58,5874.31,4634.62,1239.69,3159.65,3167.14,-7.49,1179141,50305.18
15/02/2016,3388.84,2505.5,883.34,49362.35,50507.04,-1144.69,6388.39,6286.11,102.28,5023.23,5095.02,-71.79,1175380,48214.6
12/2/2016,3380.77,2965.36,415.41,50304.37,49730.36,574.01,5064.92,5330.39,-265.47,4252.06,4327.59,-75.53,1159688,47631.52
11/2/2016,2716.9,3134.48,-417.58,41377.78,40970.52,407.26,3933.79,5202.52,-1268.73,2738.05,2744.59,-6.54,1141885,49026.79
10/2/2016,2485.68,1877.96,607.72,36891.58,33756.7,3134.88,3909.9,5204.06,-1294.16,2389.96,2406.17,-16.21,1128917,49244.31
9/2/2016,1677.79,1890.44,-212.65,28039.34,27728.11,311.23,4185.37,3746.47,438.9,2413.23,2381.92,31.31,1118845,49530.05
8/2/2016,1479.02,1455.39,23.63,33578.52,32173.55,1404.97,4095.87,4255.11,-159.24,3054.12,3021.14,32.98,1129297,50347.3
5/2/2016,2008.93,1118.82,890.11,29695.01,29115.74,579.27,4539.4,4509.34,30.06,2810.56,2808.33,2.23,1117520,48839.73
4/2/2016,1335.51,1687.85,-352.34,31429.78,30957.65,472.13,3965.48,4261.23,-295.75,2530.17,2582.54,-52.37,1100477,48060.01
3/2/2016,2076.42,2127.41,-50.99,37450.29,38168.36,-718.07,4229.92,4623.14,-393.22,2771.8,2769.93,1.87,1085428,48350.75
2/2/2016,1431.14,1066.19,364.95,24667.45,22671,1996.45,4114.42,3854.66,259.76,2192.89,2160.02,32.87,1067500,48363.23
1/2/2016,2929.21,1601.99,1327.22,26586.38,24310.38,2276,5248.26,4707.02,541.24,2592.4,2483.27,109.13,1037901,47154.36
29/01/2016,3335.2,4933.01,-1597.81,31490.11,32287.83,-797.72,14933.36,14546.82,386.54,1930.91,1801.93,128.98,1013459,45273.51
28/01/2016,7469.2,8088.53,-619.33,36358.22,35306.41,1051.81,24293.3,23441.03,852.27,2200.72,2237.67,-36.95,1196417,53704.29
27/01/2016,4660.75,5642.73,-981.98,39616.63,39698.47,-81.84,19052.82,18206.62,846.2,2673.12,2805.93,-132.81,1127809,50469.27
25/01/2016,4003.68,3447.07,556.61,43310.79,42285.17,1025.62,9589.31,8729.97,859.34,3430.21,3523.08,-92.87,1086967,48770.78
22/01/2016,3067.04,2737.79,329.25,61781.27,61957.22,-175.95,6433.53,6060.45,373.08,4083.88,4160.07,-76.19,1093732,47892.9
21/01/2016,2553.22,2640.16,-86.94,40819.69,38211.29,2608.4,5523.76,4876.8,646.96,4011.52,4102.51,-90.99,1101756,48373.5
